id,profesion,tasa_ocupacion,nivel_educativo,fecha_registro,municipio
2214,técnico en electrónica,55.5,secundaria,2024-01-24,Pochutla
2215,asistente administrativo,68.6,secundaria,2024-09-14,Puerto Escondido
2216,pintor,60.6,maestria,2024-09-25,San Pablo Etla
2217,profesor,80.6,lic.incompleta,2024-04-27,Pochutla
2218,auditor,41.2,doctorado,2024-11-21,Puerto Escondido
2219,diseñador grafico,85.5,maestria,2024-01-20,Macuiltianguis
2220,docente,54.4,secundaria,2024-09-06,Huajuapan
2221,técnico en telecomunicaciones,84.5,maestria,2024-02-24,Etla
2222,conductor,93.2,tecnico,2024-12-28,oaxaca capital
2223,carpintero,53.0,maestria,2024-06-07,Tlacolula
2224,pintor,81.1,prof.univ.,2024-10-16,Puerto Escondido
2225,abogado,46.7,licenciatura completa,2024-08-22,Huatulco
2226,economista,84.4,prof.univ.,2024-11-08,Huatulco
2227,chef,59.4,doctorado,2024-08-07,Tututepec
2228,contador,88.9,primaria,2024-12-14,Crucecita
2229,auditor,71.9,lic.incompleta,2024-12-20,Etla
2230,camarero,43.4,licenciatura completa,2024-07-04,San Juan
2231,jardinero,43.7,secundaria,2024-09-11,San Pablo Etla
2232,electricista,79.7,primaria,2024-06-04,Etla
2233,camarero,67.2,especialidad,2024-01-24,San Juan
2234,analista,43.9,doctorado,2024-07-21,Santiago
2235,jardinero,64.5,licenciatura completa,2024-09-12,Tlacolula
2236,cocinero,63.6,primaria,2024-10-14,oaxaca capital
2237,arquitecto,71.6,lic.incompleta,2024-06-06,Ixtlan
2238,pintor,78.5,prof.univ.,2024-01-01,Tlacolula
2239,analista,89.7,secundaria,2024-02-03,Santa Catarina
2240,mecanico,57.5,maestria,2024-04-19,Ixtlan
2241,mecanico,78.3,secundaria,2024-01-16,Macuiltianguis
2242,economista,75.1,especialidad,2024-06-18,Crucecita
2243,plomero,51.6,tecnico,2024-02-05,Santa Catarina
2244,coordinador,55.9,secundaria,2024-02-23,juarez
2245,diseñador grafico,58.7,maestria,2024-06-07,San Pablo Etla
2246,académico,60.8,licenciatura completa,2024-04-06,Pochutla
2247,supervisor,76.4,maestria,2024-08-04,Tlacolula
2248,pintor,56.0,doctorado,2024-03-27,Tlacolula
2249,docente,85.0,tecnico,2024-09-09,Crucecita
2250,carpintero,64.9,maestria,2024-01-24,juarez
2251,auditor,66.0,prof.univ.,2024-01-15,Santiago
2252,chef,58.6,especialidad,2024-08-16,Tututepec
2253,jardinero,45.3,licenciatura completa,2024-03-06,Puerto Escondido
2254,contador,44.3,lic.incompleta,2024-06-30,Santiago
2255,arquitecto,93.8,especialidad,2024-02-12,oaxaca capital
2256,conductor,40.4,primaria,2024-12-31,Ocotlan
2257,investigador,92.3,especialidad,2024-08-03,Huatulco
2258,electricista,68.2,doctorado,2024-09-13,juarez
2259,académico,42.4,licenciatura completa,2024-07-15,Ixtlan
2260,coordinador,60.3,licenciatura completa,2024-08-05,Macuiltianguis
2261,ingeniero de sistemas,84.0,licenciatura completa,2024-04-18,Etla
2262,conductor,75.9,prof.univ.,2024-08-26,Huatulco
2263,representante comercial,54.8,prof.univ.,2024-08-10,Lachixio
2264,supervisor,73.9,maestria,2024-04-06,Xoxocotlan
2265,auditor,88.4,bachillerato,2024-03-08,Santa Catarina
2266,técnico de mantenimiento,69.3,primaria,2024-08-20,juarez
2267,programador,64.1,secundaria,2024-12-31,Ixtlan
2268,abogado,48.4,licenciatura completa,2024-08-13,Santiago
2269,plomero,61.0,licenciatura completa,2024-09-11,Salina Cruz
2270,plomero,67.8,primaria,2024-11-20,San Juan
2271,jardinero,51.4,licenciatura completa,2024-07-29,Tlacolula
2272,vendedor,64.7,primaria,2024-09-16,Pochutla
2273,jardinero,75.6,tecnico,2024-08-25,San Pablo Etla
2274,plomero,78.9,doctorado,2024-07-28,Santa Catarina
2275,supervisor,42.1,tecnico,2024-06-09,San Juan
2276,maestro de obra,82.2,especialidad,2024-08-28,Salina Cruz
2277,auditor,94.9,licenciatura completa,2024-12-30,Xoxocotlan
2278,auditor,43.3,primaria,2024-02-15,Ixtlan
2279,académico,73.5,primaria,2024-07-31,Puerto Escondido
2280,transportista,70.6,doctorado,2024-11-23,Santiago
2281,plomero,85.1,primaria,2024-08-27,Ixtlan
2282,pintor,42.8,secundaria,2024-01-31,Pochutla
2283,consultor,86.9,bachillerato,2024-06-01,Tututepec
2284,gerente,90.8,tecnico,2024-10-23,San Pablo Etla
2285,soldador,42.1,prof.univ.,2024-10-09,Tututepec
2286,docente,89.1,doctorado,2024-09-25,Huatulco
2287,pintor,52.1,tecnico,2024-07-05,Tututepec
2288,analista,90.7,primaria,2024-02-02,Macuiltianguis
2289,docente,56.4,primaria,2024-07-10,Macuiltianguis
2290,contador,78.7,maestria,2024-08-29,Huajuapan
2291,abogado,83.8,especialidad,2024-09-26,Macuiltianguis
2292,contador,57.7,lic.incompleta,2024-08-02,juarez
2293,economista,78.8,especialidad,2024-05-04,oaxaca capital
2294,técnico en telecomunicaciones,62.7,licenciatura completa,2024-09-23,Tututepec
2295,guardia de seguridad,89.8,lic.incompleta,2024-11-12,Tlacolula
2296,transportista,87.6,maestria,2024-05-27,Ocotlan
2297,plomero,72.1,licenciatura completa,2024-03-22,Ocotlan
2298,cocinero,93.0,prof.univ.,2024-07-06,Santiago
2299,carpintero,47.8,bachillerato,2024-02-02,Puerto Escondido
2300,asistente administrativo,67.2,licenciatura completa,2024-09-08,Huajuapan
2301,gerente,79.9,primaria,2024-12-30,Huatulco
2302,maestro de obra,83.3,lic.incompleta,2024-09-19,Tlacolula
2303,tec. en electricidad,67.0,primaria,2024-05-04,Huatulco
2304,docente,43.4,licenciatura completa,2024-08-16,oaxaca capital
2305,abogado,65.3,secundaria,2024-11-13,San Pablo Etla
2306,chef,55.6,tecnico,2024-12-19,Tlacolula
2307,técnico en electrónica,88.5,tecnico,2024-10-23,Huajuapan
2308,economista,70.6,bachillerato,2024-12-28,Crucecita
2309,asistente administrativo,74.9,primaria,2024-11-07,San Juan
2310,académico,85.8,prof.univ.,2024-09-15,Macuiltianguis
2311,carpintero,64.5,secundaria,2024-07-27,San Pablo Etla
2312,chef,86.2,tecnico,2024-03-31,Etla
2313,electricista,56.9,prof.univ.,2024-12-11,San Pablo Etla
2314,coordinador,49.5,maestria,2024-01-29,Santa Catarina
2315,técnico en electrónica,84.5,tecnico,2024-09-27,San Juan
2316,arquitecto,81.1,secundaria,2024-08-16,oaxaca capital
2317,contador,92.0,maestria,2024-07-21,San Pablo Etla
2318,guardia de seguridad,71.0,primaria,2024-02-23,Etla
2319,ingeniero de sistemas,92.8,lic.incompleta,2024-09-13,San Juan
2320,chef,76.2,secundaria,2024-02-11,Macuiltianguis
2321,carpintero,71.5,primaria,2024-10-01,Salina Cruz
2322,cocinero,91.4,tecnico,2024-05-07,Lachixio
2323,analista,62.5,doctorado,2024-10-31,Santa Catarina
2324,electricista,70.5,primaria,2024-02-15,Tututepec
2325,soldador,45.3,especialidad,2024-10-27,Macuiltianguis
2326,representante comercial,82.5,maestria,2024-01-05,juarez
2327,coordinador,45.2,lic.incompleta,2024-01-24,Huatulco
2328,carpintero,67.6,prof.univ.,2024-08-12,Puerto Escondido
2329,dentista,91.4,secundaria,2024-07-22,Crucecita
2330,técnico en telecomunicaciones,64.5,maestria,2024-10-14,Ixtlan
2331,mecanico,88.1,prof.univ.,2024-07-19,Etla
2332,ejecutivo de ventas,49.5,prof.univ.,2024-01-25,Santiago
2333,psicólogo,59.0,secundaria,2024-08-08,Etla
2334,representante comercial,47.2,primaria,2024-03-24,San Pablo Etla
2335,economista,69.0,lic.incompleta,2024-02-01,Puerto Escondido
2336,técnico en telecomunicaciones,40.7,maestria,2024-02-26,San Pablo Etla
2337,gerente,62.6,maestria,2024-10-15,Salina Cruz
2338,representante comercial,88.7,bachillerato,2024-12-19,Huatulco
2339,técnico en electrónica,88.9,lic.incompleta,2024-09-24,Crucecita
2340,gerente,59.1,primaria,2024-07-18,Huatulco
2341,plomero,63.9,primaria,2024-02-28,juarez
2342,camarero,80.8,doctorado,2024-05-23,Lachixio
2343,diseñador grafico,74.2,doctorado,2024-01-12,Puerto Escondido
2344,ejecutivo de ventas,50.6,primaria,2024-06-23,Etla
2345,pintor,44.3,lic.incompleta,2024-03-18,Pochutla
2346,técnico de mantenimiento,75.5,bachillerato,2024-01-04,Tututepec
2347,abogado,56.0,maestria,2024-08-24,Xoxocotlan
2348,profesor,42.0,secundaria,2024-05-14,juarez
2349,camarero,89.7,bachillerato,2024-04-18,Crucecita
2350,asistente administrativo,94.5,primaria,2024-04-05,Tututepec
2351,contador,77.1,secundaria,2024-04-13,Puerto Escondido
2352,abogado,46.9,bachillerato,2024-10-09,Ocotlan
2353,guardia de seguridad,52.2,especialidad,2024-11-28,Xoxocotlan
2354,diseñador grafico,63.4,especialidad,2024-05-06,Ixtlan
2355,docente,79.3,lic.incompleta,2024-05-05,Xoxocotlan
2356,programador,63.7,doctorado,2024-06-14,Macuiltianguis
2357,profesor,93.8,secundaria,2024-04-20,Huatulco
2358,técnico en electrónica,65.8,secundaria,2024-02-16,Etla
2359,investigador,71.0,bachillerato,2024-08-07,Tututepec
2360,diseñador grafico,52.3,doctorado,2024-11-24,Puerto Escondido
2361,ejecutivo de ventas,47.0,secundaria,2024-08-22,juarez
2362,gerente,54.9,primaria,2024-12-29,Pochutla
2363,asistente administrativo,77.8,especialidad,2024-09-13,Macuiltianguis
2364,representante comercial,76.4,especialidad,2024-04-11,Macuiltianguis
2365,diseñador grafico,69.6,doctorado,2024-12-06,juarez
2366,abogado,59.2,primaria,2024-11-08,juarez
2367,transportista,44.9,secundaria,2024-01-14,San Juan
2368,vendedor,63.6,maestria,2024-10-31,Pochutla
2369,gerente,85.9,tecnico,2024-03-09,Macuiltianguis
2370,consultor,40.4,lic.incompleta,2024-04-04,San Pablo Etla
2371,técnico en electrónica,44.2,tecnico,2024-12-12,Huatulco
2372,contador,81.3,maestria,2024-05-24,Etla
2373,investigador,92.5,primaria,2024-07-22,Ocotlan
2374,mecanico,55.2,especialidad,2024-12-16,Salina Cruz
2375,plomero,43.4,maestria,2024-12-24,Santa Catarina
2376,representante comercial,65.9,bachillerato,2024-07-22,Lachixio
2377,enfermero,66.8,doctorado,2024-02-21,Tlacolula
2378,contador,52.1,maestria,2024-01-19,Tlacolula
2379,jardinero,83.4,maestria,2024-12-27,San Juan
2380,jardinero,79.3,bachillerato,2024-07-07,Etla
2381,técnico en telecomunicaciones,67.5,primaria,2024-12-21,Santiago
2382,representante comercial,41.7,bachillerato,2024-09-26,Xoxocotlan
2383,capacitador,66.2,bachillerato,2024-10-01,San Pablo Etla
2384,gerente,63.4,prof.univ.,2024-08-07,Crucecita
2385,técnico en telecomunicaciones,50.9,doctorado,2024-10-24,juarez
2386,cocinero,91.3,bachillerato,2024-07-04,Salina Cruz
2387,auditor,54.3,primaria,2024-08-01,San Pablo Etla
2388,ejecutivo de ventas,49.1,maestria,2024-10-06,Ixtlan
2389,asistente administrativo,81.3,licenciatura completa,2024-02-28,Etla
2390,analista,49.6,doctorado,2024-03-17,Huatulco
2391,camarero,58.2,bachillerato,2024-04-04,Tlacolula
2392,conductor,93.8,licenciatura completa,2024-04-18,Santa Catarina
2393,tec. en electricidad,84.2,doctorado,2024-06-10,Lachixio
2394,diseñador grafico,79.8,bachillerato,2024-04-22,Xoxocotlan
2395,carpintero,40.0,tecnico,2024-02-11,Etla
2396,transportista,84.3,primaria,2024-02-24,oaxaca capital
2397,contador,49.6,doctorado,2024-01-09,Tlacolula
2398,maestro de obra,54.9,licenciatura completa,2024-02-03,Tlacolula
2399,técnico en electrónica,64.5,maestria,2024-11-10,Crucecita
2400,arquitecto,93.7,doctorado,2024-06-28,San Pablo Etla
2401,carpintero,91.7,bachillerato,2024-03-28,Ocotlan
2402,representante comercial,84.1,maestria,2024-02-18,San Pablo Etla
2403,asistente administrativo,92.4,secundaria,2024-07-12,Salina Cruz
2404,arquitecto,59.9,tecnico,2024-07-27,Puerto Escondido
2405,analista,57.5,primaria,2024-11-15,Tlacolula
2406,soldador,57.8,maestria,2024-12-23,Huajuapan
2407,supervisor,92.7,doctorado,2024-06-15,Salina Cruz
2408,enfermero,81.7,prof.univ.,2024-11-23,Santiago
2409,investigador,76.4,secundaria,2024-04-09,Ocotlan
2410,soldador,47.6,lic.incompleta,2024-06-19,Macuiltianguis
2411,cocinero,86.7,especialidad,2024-11-12,Macuiltianguis
2412,contador,40.3,maestria,2024-12-06,San Pablo Etla
2413,abogado,72.7,prof.univ.,2024-01-22,oaxaca capital
2414,coordinador,84.9,bachillerato,2024-05-22,Xoxocotlan
2415,ejecutivo de ventas,76.2,lic.incompleta,2024-10-10,Huajuapan
2416,guardia de seguridad,83.5,primaria,2024-03-26,juarez
2417,técnico en telecomunicaciones,65.5,especialidad,2024-12-11,Tlacolula
2418,auditor,54.6,lic.incompleta,2024-09-12,Santa Catarina
2419,soldador,82.1,especialidad,2024-03-24,Lachixio
2420,auditor,84.7,licenciatura completa,2024-06-28,juarez
2421,pintor,91.0,lic.incompleta,2024-05-22,Santiago
2422,maestro de obra,52.6,primaria,2024-02-02,Lachixio
2423,carpintero,66.7,tecnico,2024-03-06,Etla
2424,psicólogo,43.7,licenciatura completa,2024-04-24,Lachixio
2425,consultor,65.4,primaria,2024-11-21,Ixtlan
2426,auditor,67.4,doctorado,2024-04-13,juarez
2427,vendedor,74.8,doctorado,2024-04-12,Puerto Escondido
2428,pintor,91.8,maestria,2024-12-12,Puerto Escondido
2429,dentista,54.9,doctorado,2024-10-17,Pochutla
2430,plomero,55.3,maestria,2024-03-17,Santiago
2431,gerente,58.0,secundaria,2024-06-11,Xoxocotlan
2432,transportista,69.4,licenciatura completa,2024-02-18,San Pablo Etla
2433,profesor,72.2,doctorado,2024-06-16,Xoxocotlan
2434,conductor,45.6,lic.incompleta,2024-04-06,Tututepec
2435,gerente,66.9,primaria,2024-08-03,juarez
2436,camarero,77.0,especialidad,2024-11-03,Santiago
2437,pintor,87.8,primaria,2024-01-13,Pochutla
2438,economista,44.7,especialidad,2024-05-12,Macuiltianguis
2439,coordinador,66.7,bachillerato,2024-06-16,juarez
2440,capacitador,55.8,prof.univ.,2024-10-25,San Pablo Etla
2441,programador,78.1,prof.univ.,2024-06-06,Lachixio
2442,supervisor,65.2,lic.incompleta,2024-05-19,Crucecita
2443,gerente,88.6,primaria,2024-05-13,Macuiltianguis
2444,abogado,84.6,licenciatura completa,2024-09-26,Lachixio
2445,vendedor,83.8,tecnico,2024-05-20,Macuiltianguis
2446,pintor,63.7,lic.incompleta,2024-06-16,Santa Catarina
2447,abogado,73.0,secundaria,2024-06-01,San Pablo Etla
2448,mecanico,91.8,prof.univ.,2024-01-15,Santiago
2449,jardinero,93.0,maestria,2024-07-15,San Pablo Etla
2450,psicólogo,89.4,licenciatura completa,2024-04-02,Santa Catarina
2451,plomero,74.5,primaria,2024-07-16,Huajuapan
2452,pintor,44.4,maestria,2024-09-13,Huajuapan
2453,diseñador grafico,52.4,secundaria,2024-05-21,Macuiltianguis
2454,técnico de mantenimiento,69.4,lic.incompleta,2024-12-28,Santiago
2455,tec. en electricidad,53.1,primaria,2024-08-24,Lachixio
2456,programador,48.6,secundaria,2024-05-27,San Juan
2457,analista,69.5,tecnico,2024-02-12,Huatulco
2458,técnico en electrónica,78.3,primaria,2024-09-27,Salina Cruz
2459,electricista,63.9,maestria,2024-06-29,Ixtlan
2460,contador,45.2,secundaria,2024-09-23,Xoxocotlan
2461,auditor,89.3,tecnico,2024-07-07,Huatulco
2462,conductor,65.0,tecnico,2024-04-26,Salina Cruz
2463,asistente administrativo,70.6,secundaria,2024-06-15,Pochutla
2464,conductor,87.1,bachillerato,2024-08-20,Santiago
2465,vendedor,64.2,doctorado,2024-11-15,juarez
2466,académico,54.3,tecnico,2024-05-08,Pochutla
2467,representante comercial,57.9,primaria,2024-06-28,Xoxocotlan
2468,capacitador,78.1,lic.incompleta,2024-12-17,Lachixio
2469,asistente administrativo,57.0,bachillerato,2024-08-02,Macuiltianguis
2470,auditor,47.7,tecnico,2024-08-03,oaxaca capital
2471,maestro de obra,74.6,secundaria,2024-04-09,San Juan
2472,diseñador grafico,87.4,primaria,2024-08-06,Crucecita
2473,transportista,67.9,prof.univ.,2024-12-20,San Pablo Etla
2474,profesor,94.7,prof.univ.,2024-04-13,Huatulco
2475,carpintero,74.2,prof.univ.,2024-01-22,Xoxocotlan
2476,conductor,71.0,licenciatura completa,2024-10-20,San Pablo Etla
2477,académico,81.2,tecnico,2024-03-11,San Juan
2478,auditor,50.7,bachillerato,2024-03-25,Santiago
2479,arquitecto,45.5,primaria,2024-05-11,San Pablo Etla
2480,académico,61.3,doctorado,2024-12-14,Huatulco
2481,plomero,50.6,prof.univ.,2024-08-02,Lachixio
2482,consultor,78.4,secundaria,2024-02-10,Lachixio
2483,ejecutivo de ventas,50.5,especialidad,2024-08-06,Lachixio
2484,investigador,55.8,maestria,2024-02-06,Tututepec
2485,guardia de seguridad,45.9,primaria,2024-05-31,Ixtlan
2486,electricista,59.5,lic.incompleta,2024-05-14,San Juan
2487,ingeniero de sistemas,81.0,doctorado,2024-12-27,Xoxocotlan
2488,camarero,63.6,lic.incompleta,2024-06-19,Lachixio
2489,supervisor,80.3,bachillerato,2024-11-23,Pochutla
2490,conductor,52.0,lic.incompleta,2024-05-02,San Juan
2491,diseñador grafico,41.3,primaria,2024-06-16,Santiago
2492,consultor,51.6,prof.univ.,2024-07-21,Pochutla
2493,gerente,85.3,licenciatura completa,2024-10-27,Macuiltianguis
2494,consultor,79.9,prof.univ.,2024-08-22,Tututepec
2495,economista,52.3,maestria,2024-09-21,Macuiltianguis
2496,vendedor,56.3,tecnico,2024-01-24,Santa Catarina
2497,arquitecto,42.6,maestria,2024-04-12,Santiago
2498,chef,78.3,primaria,2024-07-09,Etla
2499,analista,85.8,prof.univ.,2024-09-09,Huajuapan
2500,coordinador,70.9,primaria,2024-08-27,Lachixio
2501,soldador,45.4,lic.incompleta,2024-05-25,Ocotlan
2502,chef,59.6,prof.univ.,2024-09-03,Santiago
2503,pintor,83.9,especialidad,2024-12-30,Salina Cruz
2504,guardia de seguridad,75.1,especialidad,2024-08-08,Etla
2505,gerente,69.8,primaria,2024-04-13,Xoxocotlan
2506,contador,80.7,tecnico,2024-08-25,San Pablo Etla
2507,profesor,76.7,tecnico,2024-06-22,Santa Catarina
2508,maestro de obra,69.5,especialidad,2024-08-14,San Juan
2509,ejecutivo de ventas,94.7,secundaria,2024-09-29,Huajuapan
2510,electricista,72.1,tecnico,2024-12-25,Puerto Escondido
2511,asistente administrativo,45.7,tecnico,2024-02-15,Salina Cruz
2512,ejecutivo de ventas,58.3,prof.univ.,2024-02-22,Santa Catarina
2513,supervisor,66.8,especialidad,2024-06-20,Pochutla
2514,carpintero,61.4,maestria,2024-02-05,Puerto Escondido
2515,electricista,57.5,especialidad,2024-03-29,Ixtlan
2516,técnico de mantenimiento,67.5,secundaria,2024-01-22,Ixtlan
2517,camarero,66.2,especialidad,2024-05-01,Macuiltianguis
2518,contador,44.7,primaria,2024-12-18,Lachixio
2519,economista,70.6,maestria,2024-11-01,Pochutla
2520,docente,41.3,maestria,2024-01-20,juarez
2521,chef,79.3,especialidad,2024-11-08,Ixtlan
2522,guardia de seguridad,71.2,maestria,2024-09-11,Huajuapan
2523,representante comercial,71.5,doctorado,2024-07-11,Xoxocotlan
2524,investigador,54.2,primaria,2024-08-31,Puerto Escondido
2525,capacitador,86.6,bachillerato,2024-04-20,oaxaca capital
2526,analista,63.5,licenciatura completa,2024-05-30,Santa Catarina
2527,electricista,52.7,doctorado,2024-03-14,Ocotlan
2528,analista,82.3,maestria,2024-02-06,Ixtlan
2529,carpintero,63.7,doctorado,2024-08-31,Pochutla
2530,contador,76.6,maestria,2024-09-29,Puerto Escondido
2531,investigador,43.4,secundaria,2024-06-11,Macuiltianguis
2532,ingeniero de sistemas,54.0,especialidad,2024-06-19,Huatulco
2533,ejecutivo de ventas,81.1,bachillerato,2024-09-26,juarez
2534,economista,41.1,bachillerato,2024-12-30,Crucecita
2535,guardia de seguridad,45.2,licenciatura completa,2024-04-17,Puerto Escondido
2536,técnico en electrónica,45.4,licenciatura completa,2024-08-13,Huatulco
2537,técnico en electrónica,92.2,bachillerato,2024-04-11,Pochutla
2538,conductor,43.7,especialidad,2024-10-21,San Pablo Etla
2539,analista,89.1,primaria,2024-10-08,Xoxocotlan
2540,chef,87.2,primaria,2024-12-14,Salina Cruz
2541,asistente administrativo,94.9,primaria,2024-10-25,Salina Cruz
2542,abogado,50.1,licenciatura completa,2024-12-28,Puerto Escondido
2543,tec. en electricidad,88.3,bachillerato,2024-09-26,Tlacolula
2544,transportista,52.1,licenciatura completa,2024-08-13,Huajuapan
2545,soldador,49.2,lic.incompleta,2024-08-07,Tlacolula
2546,enfermero,93.9,prof.univ.,2024-09-20,Salina Cruz
2547,representante comercial,84.5,maestria,2024-05-29,oaxaca capital
2548,asistente administrativo,62.7,licenciatura completa,2024-05-22,Pochutla
2549,capacitador,66.8,lic.incompleta,2024-01-22,Tlacolula
2550,soldador,58.7,doctorado,2024-12-24,oaxaca capital
2551,dentista,41.3,lic.incompleta,2024-03-29,Pochutla
2552,economista,76.4,especialidad,2024-11-12,Lachixio
2553,pintor,50.1,lic.incompleta,2024-07-22,oaxaca capital
2554,jardinero,93.5,secundaria,2024-10-02,juarez
2555,técnico en electrónica,51.9,prof.univ.,2024-11-06,Ixtlan
2556,contador,74.3,especialidad,2024-12-02,Huajuapan
2557,jardinero,41.0,especialidad,2024-02-06,Santa Catarina
2558,conductor,85.3,especialidad,2024-06-08,Ocotlan
2559,maestro de obra,55.8,primaria,2024-01-12,Pochutla
2560,consultor,57.5,doctorado,2024-04-11,Tlacolula
2561,diseñador grafico,91.4,primaria,2024-01-01,Tututepec
2562,electricista,75.7,secundaria,2024-12-25,Lachixio
2563,investigador,40.5,maestria,2024-12-30,Santiago
2564,capacitador,49.2,lic.incompleta,2024-05-02,Tlacolula
2565,consultor,77.5,primaria,2024-03-13,Santa Catarina
2566,capacitador,91.0,licenciatura completa,2024-07-08,Santa Catarina
2567,investigador,54.5,tecnico,2024-12-09,Ocotlan
2568,maestro de obra,79.0,lic.incompleta,2024-04-22,Crucecita
2569,analista,80.1,doctorado,2024-04-28,Salina Cruz
2570,consultor,63.5,doctorado,2024-06-05,San Pablo Etla
2571,capacitador,51.4,bachillerato,2024-02-06,San Juan
2572,maestro de obra,87.0,tecnico,2024-10-17,Lachixio
2573,psicólogo,84.7,especialidad,2024-02-10,Huajuapan
2574,investigador,64.5,primaria,2024-05-04,Crucecita
2575,conductor,59.2,lic.incompleta,2024-09-17,Etla
2576,dentista,76.7,lic.incompleta,2024-05-14,Lachixio
2577,contador,47.1,especialidad,2024-01-06,Xoxocotlan
2578,arquitecto,57.5,bachillerato,2024-11-01,Xoxocotlan
2579,técnico en telecomunicaciones,40.1,primaria,2024-04-20,Pochutla
2580,técnico de mantenimiento,73.2,licenciatura completa,2024-05-04,Ocotlan
2581,electricista,73.6,secundaria,2024-04-28,Etla
2582,capacitador,58.2,doctorado,2024-04-11,Ixtlan
2583,contador,54.4,secundaria,2024-02-03,juarez
2584,enfermero,73.6,maestria,2024-08-02,San Pablo Etla
2585,investigador,93.7,licenciatura completa,2024-05-11,Lachixio
2586,conductor,67.6,primaria,2024-10-31,Huatulco
2587,conductor,65.8,especialidad,2024-06-02,Santiago
2588,cocinero,58.4,doctorado,2024-01-16,San Juan
2589,ejecutivo de ventas,49.1,especialidad,2024-01-05,Huatulco
2590,tec. en electricidad,52.9,especialidad,2024-03-25,Pochutla
2591,coordinador,89.8,doctorado,2024-04-01,juarez
2592,cocinero,89.4,tecnico,2024-11-22,Huajuapan
2593,jardinero,87.3,maestria,2024-12-23,Santiago
2594,capacitador,74.7,lic.incompleta,2024-10-17,Tlacolula
2595,dentista,68.0,lic.incompleta,2024-03-28,San Pablo Etla
2596,técnico en electrónica,43.8,tecnico,2024-08-03,Tututepec
2597,representante comercial,49.5,especialidad,2024-01-12,Santiago
2598,carpintero,56.6,maestria,2024-09-18,Santa Catarina
2599,guardia de seguridad,91.7,maestria,2024-03-13,Huajuapan
2600,técnico de mantenimiento,75.3,especialidad,2024-07-16,Ocotlan
2601,gerente,67.8,licenciatura completa,2024-04-20,Ixtlan
2602,abogado,49.7,prof.univ.,2024-06-11,Santa Catarina
2603,mecanico,41.4,lic.incompleta,2024-09-06,Crucecita
2604,coordinador,59.8,secundaria,2024-06-09,Huajuapan
2605,académico,76.2,secundaria,2024-01-20,juarez
2606,jardinero,61.5,lic.incompleta,2024-03-11,Tututepec
2607,ejecutivo de ventas,85.0,licenciatura completa,2024-07-15,Pochutla
2608,contador,75.8,maestria,2024-01-12,Santiago
2609,ejecutivo de ventas,58.3,licenciatura completa,2024-02-24,Xoxocotlan
2610,auditor,67.8,bachillerato,2024-01-09,Santa Catarina
2611,economista,81.1,licenciatura completa,2024-02-28,juarez
2612,representante comercial,76.7,secundaria,2024-12-15,Salina Cruz
2613,conductor,55.4,secundaria,2024-12-28,Pochutla
2614,docente,70.2,doctorado,2024-06-14,Ocotlan
2615,arquitecto,90.6,secundaria,2024-04-27,Xoxocotlan
2616,electricista,43.9,tecnico,2024-05-28,Huajuapan
2617,guardia de seguridad,92.3,maestria,2024-07-20,Etla
2618,ejecutivo de ventas,47.1,secundaria,2024-07-18,Santa Catarina
2619,docente,81.1,doctorado,2024-04-19,San Pablo Etla
2620,coordinador,94.0,tecnico,2024-08-19,Salina Cruz
2621,contador,64.8,primaria,2024-07-26,Santa Catarina
2622,supervisor,67.4,especialidad,2024-03-28,Tlacolula
2623,transportista,70.3,lic.incompleta,2024-02-15,Xoxocotlan
2624,supervisor,43.0,lic.incompleta,2024-09-19,Ocotlan
2625,carpintero,58.4,primaria,2024-08-05,Macuiltianguis
2626,gerente,87.2,primaria,2024-11-17,Santiago
2627,camarero,82.1,maestria,2024-08-31,San Juan
2628,auditor,61.9,maestria,2024-02-01,Xoxocotlan
2629,soldador,73.2,lic.incompleta,2024-11-03,Xoxocotlan
2630,guardia de seguridad,94.7,secundaria,2024-06-07,San Pablo Etla
2631,gerente,76.8,tecnico,2024-10-28,Santa Catarina
2632,psicólogo,42.5,maestria,2024-01-10,Santiago
2633,programador,53.6,bachillerato,2024-02-12,Puerto Escondido
2634,docente,47.2,licenciatura completa,2024-07-07,Crucecita
2635,psicólogo,90.7,licenciatura completa,2024-01-05,San Pablo Etla
2636,contador,74.5,prof.univ.,2024-07-20,Huajuapan
2637,técnico en electrónica,61.1,bachillerato,2024-01-17,Crucecita
2638,economista,81.8,doctorado,2024-01-14,Lachixio
2639,soldador,54.7,tecnico,2024-09-20,Tlacolula
2640,ejecutivo de ventas,73.0,doctorado,2024-11-13,Salina Cruz
2641,arquitecto,84.6,prof.univ.,2024-11-10,Pochutla
2642,capacitador,52.8,primaria,2024-08-11,Tlacolula
2643,investigador,47.4,licenciatura completa,2024-06-05,San Juan
2644,dentista,45.3,lic.incompleta,2024-01-13,Ocotlan
2645,tec. en electricidad,73.0,tecnico,2024-01-13,juarez
2646,chef,56.9,primaria,2024-12-14,Lachixio
2647,camarero,87.9,maestria,2024-08-17,Lachixio
2648,capacitador,87.9,lic.incompleta,2024-05-09,San Juan
2649,pintor,69.7,tecnico,2024-05-23,Santa Catarina
2650,economista,59.6,prof.univ.,2024-05-21,Santiago
2651,dentista,52.8,bachillerato,2024-09-30,Lachixio
2652,transportista,89.0,lic.incompleta,2024-04-11,Salina Cruz
2653,profesor,78.3,lic.incompleta,2024-07-24,Macuiltianguis
